,text,intent,slots,pattern_id
6003,بابات قرمساقه,offensive,o o,3006003
6004, کیر بابا سگ پدر,offensive,o o o o,3006004
6005,خواهر کصه عوضی,offensive,o o o,3006005
6007, کیرم توی خواهر مادر خودت و دوستدارانت,offensive,o o o o o o o,3006007
6008,ای کیرم تو ناموست,offensive,o o o o,3006008
6009, لاشی ,offensive,o,3006009
6010, قمبل,offensive,o,3006010
6011,تو بهتره منقرض بشی فیک هستی,offensive,o o o o o o,3006011
6012,تواین گهی ک هستی دستو پا نزن گندش بیشتر بالا نیادفقط برو بمیر,offensive,o o o o o o o o o o o o o,3006012
6013,تو ناموست جندست میفهمی,offensive,o o o o,3006013
6014,حرومزاده دزد کونی لاشی ایشالا خون بالا بیاری کثافت,offensive,o o o o o o o o o,3006014
6015,خیلی کسکشی,offensive,o o,3006015
6016,ناموستو میگام,offensive,o o,3006016
6017,کون مامانت که انقدر سفیده,offensive,o o o o o,3006017
6018,خوارکسه عالمی تو,offensive,o o o,3006018
6019,تو یه بیشرفی,offensive,o o o,3006019
6020,انگلی,offensive,o,3006020
6021,کس ننه جندت شاش,offensive,o o o o,3006021
6022,کیرم تو ناموست سگگگ,offensive,o o o o,3006022
6023,چسنمک,offensive,o,3006023
6025,کس کش ,offensive,o o,3006025
6026,تو گوه نخور اشکول,offensive,o o o o,3006026
6027,و در همان روز کارگردان کیف انگلیسی فوت کرد و دریغ از تسلیت چرا چون حال و روز این روزهای کشورمونو چندین سال به تصویر کشیده_بود,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3006027
6028,بچه کون,offensive,o o,3006028
6029,کیرم تو اول و آخر خاندانت پلشت,offensive,o o o o o o o,3006029
6030,چهل پدر ، کس مادر,offensive,o o o o o,3006030
6031, کیرم تو اول و آخرت ، بچه کونی,offensive,o o o o o o o o,3006031
6032,خیلی حال بهم زنی حروم لقمه‌تر و لاشی‌تر از تو به عمرم ندیدم,offensive,o o o o o o o o o o o o o,3006032
6033,کیر تو عکس مادرت,offensive,o o o o,3006033
6034,مادرت جنده_است,offensive,o o,3006034
6035,بی‌ارزش تو حالا خیلی شخصیت داری,offensive,o o o o o o,3006035
6036,تو گوه قدم نزن کفشات مثل خودت گوهی بشه,offensive,o o o o o o o o o,3006036
6037,ای تمام چوب گلف‌های جهان همراه چوب همون خدا به کونت,offensive,o o o o o o o o o o o,3006037
6039,نطفه حروم,offensive,o o,3006039
6040,شل ناموس تخم سگ,offensive,o o o o,3006040
6042, کس خواهرت ,offensive,o o,3006042
6043,روحانی حیف این لباس پیغمبر که توپوشیدی,offensive,o o o o o o o,3006043
6044,کس ننت به چی خوشی عقده‌ای بدبخت,offensive,o o o o o o o,3006044
6045,توهم زدی شدید کس مغز,offensive,o o o o o,3006045
6046,کسکش مفت خور,offensive,o o o,3006046
6047,جنده شاشو ,offensive,o o,3006047
6048,عنمو بخور تخمی حسود,offensive,o o o o,3006048
6049,ریدم تو سوراخ‌های دماغت,offensive,o o o o,3006049
6050, زشت کونی ,offensive,o o,3006050
6051,توی کص خوشگل مامانت,offensive,o o o o,3006051
6052,شاش سگم رو صورتت,offensive,o o o o,3006052
6055,آره درازه بکن تو کونت,offensive,o o o o o,3006055
6058,چی دهاتی تازه به دوران رسیددددده,offensive,o o o o o o,3006058
6059,کیر دزد,offensive,o o,3006059
6060,خایه مال خاک توسرت,offensive,o o o o,3006060
6062,کیر بلال حبشی و مالک اشتر تو کوس خارت,offensive,o o o o o o o o o,3006062
6063,کیرم تو شجره نامت,offensive,o o o o,3006063
6064,بحث با الاغ ممنوع,offensive,o o o o,3006064
6065,حداقل گوسفند نباش,offensive,o o o,3006065
6066,روحانی کاری کرده الان یکی میمره میگیم راحت‌شده‌یکی عروسی می‌کنه از صد تا مرگ براش بالاتر از چون از این گرونی ادم مرگش از خدا می‌خواد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3006066
6067,ببینم کی تو کونننننت گذاشته ,offensive,o o o o o,3006067
6068,کص ننه کص هول خارکصه,offensive,o o o o o,3006068
6070,کس ننه بدخات,offensive,o o o,3006070
6071,مادرت عزات بشینه,offensive,o o o,3006071
6073,حال بهم زن کی‌بودی,offensive,o o o o,3006073
6074,هه کیرم تو ناموسه عقده ایت کنن,offensive,o o o o o o o,3006074
6075,کونیه کیری مقام پشمک,offensive,o o o o,3006075
6076,کیری مقامه عقده‌ای,offensive,o o o,3006076
6077,عن خوک,offensive,o o,3006077
6078,مادر تو به زودی مردم میارم جلو چشات میکنم,offensive,o o o o o o o o o,3006078
6079,ننت چی خداییش ریده,offensive,o o o o,3006079
6080,حیف اسم حیوان که تو بزارن,offensive,o o o o o o,3006080
6081, احمق ,offensive,o,3006081
6082,اخه بدبخت عوضی اشغال,offensive,o o o o,3006082
6083, اگه دستم بهت برسه میدم پارت میکنم کثافط,offensive,o o o o o o o o,3006083
6084,غارتگر حروم زاده,offensive,o o o,3006084
6085,حرومزاده‌ی بی‌پدر و مادر,offensive,o o o o,3006085
6086,دیشب با مامانت‌بودم قشنگ ساک میزد با ماشین باباتم امده‌بود جات خالی حسابی کردمش,offensive,o o o o o o o o o o o o o o,3006086
6087,کیرم تو اخرت,offensive,o o o,3006087
6088, کص ننت,offensive,o o,3006088
6089,کوتول آبجیتو اجاره کردن داری,offensive,o o o o o,3006089
6090,حرومی ,offensive,o,3006090
6091,کسکش آخه تو چقدر عقده‌ای و تازه به دوران رسیده ایی,offensive,o o o o o o o o o o o,3006091
6093, انگل لاشور,offensive,o o,3006093
6094,کص ننتم حال کنیم,offensive,o o o o,3006094
6097, مادر جنده‌ی دزد خواهر کونی,offensive,o o o o o,3006097
6098,تو دهنت,offensive,o o,3006098
6099, مادر جنده ,offensive,o o,3006099
6100,اسم کسکشت,offensive,o o,3006100
6101,تخمم دهنت نمیکنم کسکش,offensive,o o o o,3006101
6102,تو کس خوارت کم کصشعر بوگو ,offensive,o o o o o o,3006102
6106,تو روح و اجدادت ریدم,offensive,o o o o o,3006106
6107,کون دادی,offensive,o o,3006107
6108,کیر ,offensive,o,3006108
6109, کص ننه,offensive,o o,3006109
6110,سولاخ ,offensive,o,3006110
6111,یه سوال میکنم راستشو بگو بابات با میمون سکس کرد نطفه تورو بست یا میمون با ننت سکس کرد نطفه تو بسته_شد آخه خعلی ب میمون شباهت داری,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3006111
6112,خارمارجنده,offensive,o,3006112
6113,چه اوسگولی هستی ,offensive,o o o,3006113
6114,خووو تو الان خایه مال ارتشی یا گو خوره سپاه خداروشکر ک سپاه هست و امثال تورو گوش مالی اگه اونا نبودن معلوم نبود الان کشور رو چندباره فروخته‌بودی ورفته بودی,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3006114
6115,تو ی مادر جنده‌ی تمام معنایی عن زاده,offensive,o o o o o o o o,3006115
6116,حالمو واقعا بهم میزنی,offensive,o o o o,3006116
6117, کص خار مادرت ,offensive,o o o,3006117
6118,مادرتو سگ گایییییید,offensive,o o o,3006118
6119,بچه قرتی خایه‌داری,offensive,o o o,3006119
6120,بهت میرینم,offensive,o o,3006120
6121,اخراشه بزودی کف خیابون پای ملت التماس هاتو میبینم تا اون‌ پول مردمی که‌داری خرج‌میکنی از حلقت بکشیم‌بیرون و خودتو جر‌بدیم,offensive,o o o o o o o o o o o o o o o o o o o o o,3006121
6122,حسن چاخان خودت میدونی مردم به خون خودت و خانوادت تشنه‌ان ، چرا ایقد ادای ادم خوبارو در میاری راستی چه خبر از میلیارد دلار,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3006122
6123,ببینم کی کونننننت گذاشته,offensive,o o o o,3006123
6124, کص ننه کص هول خارکصه,offensive,o o o o o,3006124
6125,گوشت تلخی,offensive,o o,3006125
6126,کوفتت شه,offensive,o o,3006126
6127,نظراتو بکن تو کونت ,offensive,o o o o,3006127
6128,کون بده,offensive,o o,3006128
6129,حاجی کیر دهنت ,offensive,o o o,3006129
6130,خاره باباتو گاییدی دمت,offensive,o o o o,3006130
6132,خری که بهش تیتاپ دادن,offensive,o o o o o,3006132
6133,امید روزی که خودم جلو چشمات خوارتو بگام کسکش حرومزاده,offensive,o o o o o o o o o o,3006133
6135,جوجه چهل پدرحاصل زنا,offensive,o o o o,3006135
6136,کیرم تو مادرت خواهرتو گاییدم,offensive,o o o o o,3006136
6139,بابات با میمون سکس کرد نطفه تورو بست یا میمون با ننت سکس کرد,offensive,o o o o o o o o o o o o o o,3006139
6141,کیرم ب اون خاندانت ,offensive,o o o o,3006141
6142,بیچاره کس کشی,offensive,o o o,3006142
6143,در کونی بودنت هیچ شکی,offensive,o o o o o,3006143
6144,کسکش حروم زاده ,offensive,o o o,3006144
6145, بی‌شرف نمک به حروم بی‌حیای بی‌نزاکت تو یه بی‌وجدان بی‌شرفی ک دومی نداری بی‌خاصیت,offensive,o o o o o o o o o o o o o o,3006145
6146,زن و بچه‌ات گایدم,offensive,o o o o,3006146
6147,خارکسه ,offensive,o,3006147
6148,سلام اقای روحانی ، یه فکری به حال مردم اصفهان کنید ، خیلی بد وضعیه ، آب برا خوردن هم وجود نداره ، بهترین کاری که میتونید بکنید چیه اینو تو یه مصاحبه تلویزیونی با مردم بیان ، یا روشی برای انتقال آب از خلیج‌فارس به تمام فلات مرکزی ایران انجام بدید ، همینطور که استرلیا تونست فلات مرکز کشورشو از بیابان به یه مرکز سرسبز و توریستی تبدیل کنه,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3006148
6149,عقده‌ای,offensive,o,3006149
6150,دقیقا این یعنی چی مفهومش رو ما میشه بگی کسکش,offensive,o o o o o o o o o o,3006150
6151,اوسکلت کردم,offensive,o o,3006151
6153,ی کیرم تو کس خوارمادرت باشه,offensive,o o o o o o,3006153
6154, پدر کسکشت,offensive,o o,3006154
6155,کسکش کیرم تو کس خوارو مادرت,offensive,o o o o o o,3006155
6157,من ریدم ب خودت ,offensive,o o o o,3006157
6158, عن زاده,offensive,o o,3006158
6159,درخت تو کس زنت,offensive,o o o o,3006159
6160,لعنت و اهل بیت بر تو و امثال تو,offensive,o o o o o o o o o,3006160
6161,کیرم سر در اسمت باید میبود ,offensive,o o o o o o,3006161
6162,کس ننت و ناموست تخم حروم ,offensive,o o o o o o,3006162
6163,سرطان تو دلت,offensive,o o o,3006163
6164,انگار داره میشاشه سر قبر ننت,offensive,o o o o o o,3006164
6165,فاحشه‌ا,offensive,o,3006165
6166,ندیدی مث کیرشی لاشی,offensive,o o o o,3006166
6167,لعنت برپدرت,offensive,o o,3006167
6169,لاشی کون,offensive,o o,3006169
6170,کیونی ,offensive,o,3006170
6171,از اینکه بیایم شبا کیرمون رو حواله نوامیست کنیم سرگرم میشیم‌گفتم بهت بگم ک کلفت نشی,offensive,o o o o o o o o o o o o o o o o,3006171
6172,برو کیر تو کس اون مادر خواهرت بی‌ناموس ناموست رو خر گایید,offensive,o o o o o o o o o o o o,3006172
6173,بچه مزلف,offensive,o o,3006173
6174,خارمادرتو یکی میکنم,offensive,o o o,3006174
6175,حیونی,offensive,o,3006175
6176,کس خوار مادر تو و طرفدارات سگ,offensive,o o o o o o o,3006176
6178,آخه لجن با این طرز حرف زدنت ,offensive,o o o o o o o,3006178
6179,حرف زدن بلد نیستی,offensive,o o o o,3006179
6180,این حمله کار سپاه‌بود ، ملت گول این سیاه بازی‌های جمهوری اسلامی رو نخورین ، هیچ تروریستی در دنیا تروریست‌تر از نیست,offensive,o o o o o o o o o o o o o o o o o o o o o o,3006180
6181,کیرم تو حروم زاده,offensive,o o o o,3006181
6182,چرا نمیکننت اونور نجس زاده,offensive,o o o o o,3006182
6184, فهمیدم خیلی خری باو,offensive,o o o o,3006184
6185,خدانکشت کردی ملتو,offensive,o o o,3006185
6186,کثافتتتتتت گوه ایشالله بمیری,offensive,o o o o,3006186
6188,یعنی اسکول‌تر از تو بازم خودتی بی‌شخصیت‌تر از بازم خودتی خاک تو سرت که پدرت انکارت کرد بدبخت کوص ندیده,offensive,o o o o o o o o o o o o o o o o o o o o,3006188
6189,ریدم تو ریخت تخمیت,offensive,o o o o,3006189
6190, کیر تو مغز بابات,offensive,o o o o,3006190
6191,من اگه خدا‌بودم جوری میگاییدمت ک سکته لاپایی بزنه,offensive,o o o o o o o o o,3006191
6192, خار کصده,offensive,o o,3006192
6194,عین کون میمونی,offensive,o o o,3006194
6195,برقی اندی تو کس ننت بیناموس,offensive,o o o o o o,3006195
6196,بی‌پدر مادر تو فقط به دست بیوفتی,offensive,o o o o o o o,3006196
6197,ریدم دهن بابای کسکش تو و اون بی‌ناموس ، خوار مادر همتون جنده ست,offensive,o o o o o o o o o o o o o o,3006197
6198,اگه ایران‌بودی و آقا زاده نبودی خیلی پشرفت می‌کردی می‌شدی شاگرد رضا گاردون ساز,offensive,o o o o o o o o o o o o o o,3006198
6199,یابو و خر تویی,offensive,o o o o,3006199
6200,فکر کردی اینجوری خایه هاشو لیس بزنی کیرشو میده بخوری عنتر ,offensive,o o o o o o o o o o o,3006200
6202, کارت دارم چاقال,offensive,o o o,3006202
6203,فک میکنم شاید کوس خولی ,offensive,o o o o o,3006203
6204,واقعا دیونه شدی ,offensive,o o o,3006204
6205,رئیسی مرد مومن اونکه خودش واسه خودش دولتیه مگه میتونی به استان قدس رصوی چیزی بگی مطمئن باش که رئیسی اگه میبود که وضعمون ازاین بدتر‌بود میشد احمدی نژاد دوم که از احمدی هم بدتره این اقا,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3006205
6206,گمشو کونی حیف درد زایمان ننت,offensive,o o o o o o,3006206
6207,کیرم تو ناموست کیرم تو کص جندت,offensive,o o o o o o o,3006207
6208, کصتو گاییدم بدبخت بی‌غیرت کوتوله ناموس جنده شاش پلاستیکی,offensive,o o o o o o o o o,3006208
6209, مادر جنده روزی بشه کون بدی,offensive,o o o o o o,3006209
6210, وزق پیر,offensive,o o,3006210
6211,خارکسه انگیزه زندگی چیه,offensive,o o o o,3006211
6212,کیره خر تو کس ننت کس کش انگل زاده ریدم پس کلتتتتت کیری,offensive,o o o o o o o o o o o o o,3006212
6213,کدوم ارتش مگه از ارتش چیزی هم باقی مونده سپاه کلا ارتش به حاشیه برد ه,offensive,o o o o o o o o o o o o o o o o,3006213
6214,اب و بریز اونجا که میسوزه ,offensive,o o o o o o,3006214
6215,روحانی یه کاری کرد که از خاتمی موسوی و کروبی هم بدم بیاد ، دلار‌شده‌ 48٥0 و یورو 6100,offensive,o o o o o o o o o o o o o o o o o o o,3006215
6216,کیرم تو سینه‌بند مادرت خواهرتو,offensive,o o o o o,3006216
6217,ریدم به اون صورت ,offensive,o o o o,3006217
6218,میکنمت تا بفهی چن چندی,offensive,o o o o o,3006218
6220,لاشی چوب میکنم تو کونت,offensive,o o o o o,3006220
6221,خایه داری,offensive,o o,3006221
6222,مادر عن ریده,offensive,o o o,3006222
6223,تولد کیریته,offensive,o o,3006223
6224,بکن کون خودت,offensive,o o o,3006224
6225, کس میکنی کس ننت مادرجنده,offensive,o o o o o,3006225
6228,کیر میخوری بیای دیار ما,offensive,o o o o o,3006228
6229,کس کش کله,offensive,o o o,3006229
6230,خار کوسه,offensive,o o,3006230
6231,کون گلابی کون کشاد,offensive,o o o o,3006231
6232,معلومه بی‌خاصیتی,offensive,o o,3006232
6233,گه کردی,offensive,o o,3006233
6234,سگ در خونه ایرانی‌ها هم نیستی چه برسه باشی,offensive,o o o o o o o o o,3006234
6235,جاکشی از جنس پدر مادر بی‌رگ و بیغیرت پفیوزی,offensive,o o o o o o o o o,3006235
6236,توف سر بالایی,offensive,o o o,3006236
6238,ای کس مادرت آرزوی میکنی بی‌شرف,offensive,o o o o o o,3006238
6239,کیرم دهن پدرت ک مادر جندتو گایید تا تو کسکش ب وجود,offensive,o o o o o o o o o o o o,3006239
6240,گوزو ,offensive,o,3006240
6241,اگه بجای شما و هیت دولت نه محترمتون چنتا بچه دبستانی بودن وضع مملکت بهتر‌بود حد اقل خرابکاری نمیکردن,offensive,o o o o o o o o o o o o o o o o o o o,3006241
6242,اوبی خایه مالی سوسک,offensive,o o o o,3006242
6243,تخم لق,offensive,o o,3006243
6244,بر پدرت لعنت,offensive,o o o,3006244
6245,تاپاله گه ,offensive,o o,3006245
6246,حیوونی,offensive,o,3006246
6247, گه زیادی میخوری,offensive,o o o,3006247
6248,میشه بگی چرا قیافت کیریه,offensive,o o o o o,3006248
6249,کوس لیس تشریف‌داری,offensive,o o o,3006249
6250, به درک که به حرفم گوش نمیدی,offensive,o o o o o o o,3006250
6251,ازگل بی مغز,offensive,o o o,3006251
6252,ابله بی وجود,offensive,o o o,3006252
6253,دروغ‌گویی هم حدی داره,offensive,o o o o,3006253
6254,از بس که کونی هستی,offensive,o o o o o,3006254
6255,بدم میاد از اینکه قرمساق هستی,offensive,o o o o o o,3006255
6256,احمقی هم حدی داره,offensive,o o o o,3006256
6257,تمرکزت به فاک رفته از بس حرف زدی,offensive,o o o o o o o o,3006257
6258,برو گمشو نمی‌خوام ببینمت,offensive,o o o o,3006258
6259,پدرسگ بی‌صاحب,offensive,o o,3006259
6260,این حرفات نشون میده مثل گوزوها هستی,offensive,o o o o o o o,3006260
6261,مادرجنده ازت بدم میاد,offensive,o o o o,3006261
6262,رفتارت مثل جنده هاست,offensive,o o o o,3006262
6263,آدم حس می‌کنه داره با یه بات هالو حرف میزنه,offensive,o o o o o o o o o o,3006263
6264,روسپی بودنت حالم رو به هم میزنه,offensive,o o o o o o o,3006264
6265,دهنتو ببند صدات رو نشنوم دیگه,offensive,o o o o o o,3006265
6266,خفه شو حرف اضافه نزن دیگه,offensive,o o o o o o,3006266
6267,جاکش بی وجود,offensive,o o o,3006267
6268,حرومزاده زنازاده,offensive,o o,3006268
6269,میمون زشت,offensive,o o,3006269
6270,کس ننت عوضی,offensive,o o o,3006270
6271,برو گم شو نبینم ریختتو,offensive,o o o o o,3006271
6272,کیرم تو قبرت بابا,offensive,o o o o,3006272
6273,کفتار صفتی,offensive,o o,3006273
6274,افغانی کثیف,offensive,o o,3006274
6275,نکبت خر,offensive,o o,3006275
6276,خاک برسرت با حرف زدنت ریدی,offensive,o o o o o o,3006276
6277,ریدم بهت یه عالمه,offensive,o o o o,3006277
6278,جاکش روانی,offensive,o o,3006278
6279,پدرسوخته‌ی خر,offensive,o o,3006279
6280,حرف مفت نزن آشغال,offensive,o o o o,3006280
6281,کون لقت پس,offensive,o o o,3006281
6282,گوزیدی بالا طاقچه هم نشستی؟,offensive,o o o o o,3006282
6283,جاکشی هستی,offensive,o o,3006283
6284,لاشخور مفت خور,offensive,o o o,3006284
6285,خایه مال سگ,offensive,o o o,3006285
6286,گوساله نفهم,offensive,o o,3006286
6287,کون گشاد تنبل,offensive,o o o,3006287
6288,عوضی شدی جدیدا,offensive,o o o,3006288
6289,برو گمشو دیوونه,offensive,o o o,3006289
6290,الاغ بد ترکیب,offensive,o o o,3006290
6291,خدا لعنتت کنه ایشالله,offensive,o o o o,3006291
6292,لعنتی خفه شو,offensive,o o o,3006292
6293,کون نشور عوضی,offensive,o o o,3006293
6294,عن خانمی تو,offensive,o o o,3006294
6295,سگ پلشت,offensive,o o,3006295
6296,گاییدمت بابا,offensive,o o,3006296
6297,زنیکه مریض,offensive,o o,3006297
6298,کیرم توت بچه قرتی,offensive,o o o o,3006298
6299,مادر جنده‌ای تو,offensive,o o o,3006299
6300,مرتیکه اسکل,offensive,o o,3006300
6301,کیری فیس,offensive,o o,3006301
6302,پدر سگ عوضی,offensive,o o o,3006302
6303,اسکول احمق,offensive,o o,3006303
6304,ابله خرفت,offensive,o o,3006304
6305,کفتار زشت,offensive,o o,3006305
6306,دیوث کی بودی تو,offensive,o o o o,3006306
6307,جاکش به مولا,offensive,o o o,3006307
6308,کونت سوخت دیگه ,offensive,o o o,3006308
6309,کیرتوت بیاد,offensive,o o,3006309
6310,کونی کثیف,offensive,o o,3006310
6311,بیسواد دهاتی,offensive,o o,3006311
6312,زر مفت نزن خنگ,offensive,o o o o,3006312
6313,کونی هستی,offensive,o o,3006313
6314,دروغگو بی پدر,offensive,o o o,3006314
6315,شاشویی تو,offensive,o o,3006315
6316,بی لیاقت بی معرفت,offensive,o o o o,3006316
6317,بی ارزش بودن ازت میباره,offensive,o o o o o,3006317
6318,چاخان نکن,offensive,o o,3006318
6319,کون لقت بابا,offensive,o o o,3006319
6320,حرومزاده پست,offensive,o o,3006320
6321,گدا غوره,offensive,o o,3006321
6322,کیرم تو کونت عوضی,offensive,o o o o,3006322
6323,عوضی بدقواره,offensive,o o,3006323
6325,عن بهت,offensive,o o,3006325
6326,کثافت زشت,offensive,o o,3006326
6327,تف به ذاتت بیاد,offensive,o o o o,3006327
6328,کیرم تو دهنت پست فطرت,offensive,o o o o o,3006328
6329,لاس زن وحشی,offensive,o o o,3006329
6330,عنتر زشت,offensive,o o,3006330
6331,انتر لولی,offensive,o o,3006331
6332,گدا صفت,offensive,o o,3006332
6333,لال شو دهنتو گل میگیرم,offensive,o o o o o,3006333
6334,گوزو بو گندو,offensive,o o o,3006334
6335,جاکش بی پدر,offensive,o o o,3006335
6336,آشغال عوضی,offensive,o o,3006336
6337,عوضی مادر خراب,offensive,o o o,3006337
6338,کیرم توت با اون ریختت,offensive,o o o o o,3006338
6339,حرومزاده نجس,offensive,o o,3006339
6340,جنده دوزاری,offensive,o o,3006340
6341,برو گم شو دیوث,offensive,o o o o,3006341
6342,دزد بی همه‌چیز,offensive,o o o,3006342
6343,احمق کودن,offensive,o o,3006343
6344,بی ناموس ابله,offensive,o o o,3006344
6345,مزدور خائن,offensive,o o,3006345
6346,حرومزاده بی‌لیاقت,offensive,o o,3006346
6347,روانی مریض,offensive,o o,3006347
6348,جاکش بی‌خاصیت,offensive,o o,3006348
6349,کفتار وحشی,offensive,o o,3006349
6350,بیسواد خنگ,offensive,o o,3006350
6351,هیچ گوهی نمی تونی بخوری فهمیدی؟,offensive,o o o o o o,3006351
6352,بیشعور نفهم,offensive,o o,3006352
6353,نفهم بیشعور,offensive,o o,3006353
6354,دیوث جاکش,offensive,o o,3006354
6355,بچه کونی دوزاری,offensive,o o o,3006355
6356,بی ناموس صفت,offensive,o o o,3006356
6357,نمک نشناس بی مروت,offensive,o o o o,3006357
6358,خایه مال دستمال کش,offensive,o o o o,3006358
6359,غلط کردی روانی,offensive,o o o,3006359
6360,لاشخور صفت,offensive,o o,3006360
6361,بیسواد خنگول,offensive,o o,3006361
6362,کثیف زشت,offensive,o o,3006362
6363,متقلب بی‌همه چیز,offensive,o o o,3006363
6364,کثافت کثیف,offensive,o o,3006364
6365,زر نزن روانی,offensive,o o o,3006365
6366,کوسکش خر,offensive,o o,3006366
6367,نادان خنگ,offensive,o o,3006367
6368,نفهم بی‌خاصیت,offensive,o o,3006368
6369,گوزو حالمو بهم میزنی,offensive,o o o o,3006369
6370,چسو سمور,offensive,o o,3006370
6371,کونت سوخت حرف نمیزنی؟,offensive,o o o o,3006371
6372,اسکل هستی چقدر,offensive,o o o,3006372
6373,به فاک رفتی که داداش,offensive,o o o o o,3006373
6374,غلط کردی با هفت جدوآبادت,offensive,o o o o o,3006374
6375,الدنگ دراز,offensive,o o,3006375
6376,کونی پست فطرت,offensive,o o o,3006376
6377,کون گشاد بی‌خاصیت,offensive,o o o,3006377
6378,کس ننت دهاتی,offensive,o o o,3006378
6379,مفت خور حرومزاده,offensive,o o o,3006379
6380,خفه شو ایپیری,offensive,o o o,3006380
6381,ب کیرم هستی کلا,offensive,o o o o,3006381
6382,لاس زن دیوث,offensive,o o o,3006382
6383,فاسد شدی رفت,offensive,o o o,3006383
6384,عوضی بازی درنیار,offensive,o o o,3006384
6385,شاشیدم بهت عزیزم,offensive,o o o,3006385
6386,زالو صفت که میگن تویی,offensive,o o o o o,3006386
6387,نامرد روزگاری,offensive,o o,3006387
6388,نجس دهنتو آب بگیر با من صحبت میکنی,offensive,o o o o o o o o,3006388
6389,ملعون گمراه,offensive,o o,3006389
6390,بیشرفی تو ذاتته,offensive,o o o,3006390
6391,ابله ذات خراب,offensive,o o o,3006391
6392,خایه مالی کاریشم نمیشه کرد,offensive,o o o o o,3006392
6393,جاکش بی‌معرفت,offensive,o o,3006393
6394,برو گمشو نبینمت ,offensive,o o o,3006394
6395,برو دنبال هويت خودت ببين حلال زاده اي يا حرام زاده بيشتر بهت مياد حروم لقمه باشي کثافت یکم به خودت بیا,offensive,o o o o o o o o o o o o o o o o o o o o o o,3006395
6396,بی دست و پا عرضه نداری,offensive,o o o o o o,3006396
6397,آشغال بی‌مصرف,offensive,o o,3006397
6398,ابله کودن,offensive,o o,3006398
6399,بچه کونی برو رد کارت,offensive,o o o o o,3006399
6400,فاک یو فور اور,offensive,o o o o,3006400
6401,کون میدی خوش حالی؟,offensive,o o o o,3006401
6402,پدرسگ خر,offensive,o o,3006402
6403,الاغ نفهم,offensive,o o,3006403
6404,پست عوضی,offensive,o o,3006404
6406,مزدور حرومزاده,offensive,o o,3006406
6407,وحشی جنگلی,offensive,o o,3006407
6408,هرزه خیابونی,offensive,o o,3006408
6409,کون لقت کرده,offensive,o o o,3006409
6410,شیاد ستمکار,offensive,o o,3006410
6411,برو کيرم تو کس زنت بیشرف,offensive,o o o o o o,3006411
6412,ولدزنا بیشرف,offensive,o o,3006412
6413,مادر به خطایی تو,offensive,o o o o,3006413
6414,خایه نداری حرفم نزن,offensive,o o o o,3006414
6415,خارجنده آشغال,offensive,o o,3006415
6416,خوارتو گاییدم تا باشه ازین غلطا نکنی,offensive,o o o o o o o,3006416
6417,لعنت بر پدر و مادرت که تو رو پس انداختن,offensive,o o o o o o o o o o,3006417
6418,تخمی تر از تو نیست,offensive,o o o o o,3006418
6419,مادرجنده عوضی,offensive,o o,3006419
6420,ابله حرومی,offensive,o o,3006420
6421,کیری هستی چقدر,offensive,o o o,3006421
6422,خفه باشی بهتره,offensive,o o o,3006422
6423,پخمه بی دست و پا,offensive,o o o o o,3006423
6424,چرت نگو سر جدت,offensive,o o o o,3006424
6425,کیری چقدر زشتی,offensive,o o o,3006425
6426,تخم سگ حرومزاده,offensive,o o o,3006426
6427,بی غیرت بی‌همه چیز,offensive,o o o o,3006427
6428,پشمام ریخت,offensive,o o,3006428
6429,توبه گورپدرحرومزادت خنديدي عوضی ,offensive,o o o o,3006429
6430,بگا میری کم کم,offensive,o o o o,3006430
6431,خایمال بودنت دردیو ازت دوا نمیکنه,offensive,o o o o o o,3006431
6432,کیرم توت بی ذات,offensive,o o o o,3006432
6433,بی ناموس حروم لقمه,offensive,o o o o,3006433
6434,اره جون عمت تو راست میگی,offensive,o o o o o o,3006434
6436,ریدم تو دهنت با اون ذهنیتت,offensive,o o o o o o,3006436
6437,کیر شدی کاریشم نمیشه کرد,offensive,o o o o o,3006437
6438,بمیر به جهنم,offensive,o o o,3006438
6439,بیشعور خنگول,offensive,o o,3006439
6440,پفیوز دیوث,offensive,o o,3006440
6441,خدا لعنتت کنه دیوث,offensive,o o o o,3006441
6442,جاکش میمون,offensive,o o,3006442
6443,کسکش بی‌ناموس,offensive,o o,3006443
6444,کونت بسوزه آشغال,offensive,o o o,3006444
6445,کونت میزارم و میرم,offensive,o o o o,3006445
6446,چلغوز پلشت,offensive,o o,3006446
6447,گاییدمت پلشت,offensive,o o,3006447
6448,شیاد دزد ناموس,offensive,o o o,3006448
6449,وحشی هار,offensive,o o,3006449
6450,برو بمیر بی‌لیاقت,offensive,o o o,3006450
6451,چقد کیری هستی با اون ریختت,offensive,o o o o o o,3006451
6452,تخم سگ بی‌پدر,offensive,o o o,3006452
6453,چندش آوری تو,offensive,o o o,3006453
